FactKey,InvoiceNo,CustomerKey,ProductKey,HolidayKey,ExchangeKey,TrafficKey,ShippingKey,Quantity,UnitPrice,TotalAmount,Country
52bcfbc4-6c0c-4c9e-bac8-12dfa14eb318,559358,3920,126,,34,4,,200,0.04,8.0,United Kingdom
03d17d0f-30cd-4dd3-a07b-e6695971a6a8,566186,2625,126,,34,4,,200,0.04,8.0,United Kingdom
9badf2a1-260d-437f-abb2-2e754b8de689,560828,2720,125,,34,4,,200,0.04,8.0,United Kingdom
e7d6cc9b-ba08-4aef-bb7a-dbcf2f33d9c3,557006,660,125,,34,4,,200,0.04,8.0,United Kingdom
4a5ac3f1-4007-4c68-8278-568d51152156,562044,1839,125,,34,4,,200,0.04,8.0,United Kingdom
a7025b2b-6795-4372-a7f8-65971db4c84f,563234,2193,125,,34,4,,200,0.04,8.0,United Kingdom
4a468ab4-0f8b-4310-825c-5c773d43c7b0,557057,379,125,,34,4,,200,0.04,8.0,United Kingdom
a611e354-d48f-4c72-8c6c-3d978ae67676,564043,3207,125,,34,4,,200,0.04,8.0,United Kingdom
04661e1b-f024-4eb5-9150-b820e599f44d,569077,162,125,,34,4,,200,0.04,8.0,United Kingdom
85d6294f-ed03-4c47-9514-c8b4dd7e86a5,557009,982,126,,34,4,,200,0.04,8.0,United Kingdom
ff6862fe-cfa3-432c-8635-28cf714a21bf,562616,2376,126,,34,4,,200,0.04,8.0,United Kingdom
3c2cf61a-5091-4302-99d0-7058f67f50bf,569714,2863,125,,34,4,,200,0.04,8.0,United Kingdom
67857780-0ba3-4f27-bfbf-5bea82c8002c,560259,3784,126,,34,4,,200,0.04,8.0,United Kingdom
30fbc298-edde-4d8d-9b6c-3b9eff65a163,555876,212,125,,34,4,,200,0.04,8.0,United Kingdom
6bb36cdc-0f72-4058-b322-3249b6f7c85f,560504,2634,125,,34,4,,200,0.04,8.0,United Kingdom
ed08ee34-8127-40fe-b0e6-1564af71c68b,565593,2776,125,,34,4,,200,0.04,8.0,United Kingdom
a9da634f-9260-4d01-8d6d-89e3b544b418,563355,3726,126,,21,5425,,200,0.04,8.0,EIRE
ea596ab1-4b3b-4bfa-9044-219d8972eeb7,580619,4222,126,,34,4,,200,0.04,8.0,United Kingdom
c8d3207e-3316-4a47-9aa4-987ccfd632a3,571496,724,126,,34,4,,200,0.04,8.0,United Kingdom
8b244426-f7cf-4f02-9db2-2b49642092e5,568568,1745,126,,34,4,,200,0.04,8.0,United Kingdom
ee9cae71-1330-42af-b3e3-8b0ee1f6a674,580513,2555,126,,34,4,,200,0.04,8.0,United Kingdom
d27f9316-41e9-4258-a0e2-7975ce5c09d5,573405,3053,125,,34,4,,200,0.04,8.0,United Kingdom
86c0ed7a-b9d2-4d61-9473-3cff8ab6fb1d,571054,3229,125,,34,4,,200,0.04,8.0,United Kingdom
ba785a41-2cdc-4440-92a9-56537b5b72cd,568402,256,125,,34,4,,200,0.04,8.0,United Kingdom
77bea478-36be-4a43-9bad-682cbc33386b,576513,618,126,,34,4,,200,0.04,8.0,United Kingdom
e5998910-c42f-40d1-8e0a-309989280808,560106,3375,126,,34,4,,200,0.04,8.0,United Kingdom
74b09e52-57d6-4c17-911d-f9973830230a,572092,2812,126,,34,4,,200,0.04,8.0,United Kingdom
7549e709-a159-4733-a5dc-45dbcefd6ce4,559979,3249,126,,34,4,,200,0.04,8.0,United Kingdom
c5df87d2-67bd-4174-8539-f8a6b13a52ae,559513,3487,125,,34,4,,200,0.04,8.0,United Kingdom
fdf091ee-8a7f-48b0-bbbe-fa7e795c9042,567866,3876,126,,34,4,,200,0.04,8.0,United Kingdom
6497eda6-8c81-4108-82b6-66e41bf16d99,579161,1323,126,17,34,4,,200,0.04,8.0,United Kingdom
809481e7-96b7-4aa7-9855-f02a7a1527db,571904,2306,126,,20,936,,200,0.04,8.0,Germany
d2f8854c-e584-4328-b976-4f6fc5535316,562377,1240,125,,34,4,,200,0.04,8.0,United Kingdom
37151351-7cef-4d96-924a-ed61cfb12bf5,577522,1643,125,,34,4,,200,0.04,8.0,United Kingdom
1863803a-d248-4549-85f8-ab722c563131,565442,3509,126,,20,936,,200,0.04,8.0,Germany
ad2db396-df4d-4903-b200-1401699e7623,563917,1175,125,,34,4,,200,0.04,8.0,United Kingdom
eeaa9b1a-990b-44eb-90ce-74c880bccd9f,561113,2947,125,,34,4,,400,0.04,16.0,United Kingdom
3da22bf1-0e60-43b4-bc5a-f2811a6d932e,563503,1801,125,,34,4,,400,0.04,16.0,United Kingdom
4e0de400-cdfd-4887-904e-08f23c0a6a6a,569893,3509,126,,20,936,,400,0.04,16.0,Germany
7aa50a7c-0d9b-4488-9c52-7fe9ad8f79c5,556267,4349,126,,34,4,,1000,0.04,40.0,United Kingdom
84d5b5a9-55af-4881-a808-bf843e882da8,567102,2059,126,,34,4,,1000,0.04,40.0,United Kingdom
4ad6b096-e449-4513-b680-616b015a99da,561047,3838,126,,34,4,,1800,0.04,72.0,United Kingdom
c7842f95-e2af-4804-b500-aebdf8abcc8f,578757,1298,178,,34,4,,5,0.06,0.3,United Kingdom
a7e4c44d-c00c-4dc1-b837-5575a9709065,573174,,180,,34,4,,6,0.06,0.36,United Kingdom
0a1d4708-ba03-4ae2-a9c3-81da2814762d,575856,2620,191,,34,4,,12,0.06,0.72,United Kingdom
a3261d0d-b940-43f5-af81-fc9736e1929d,569670,782,176,,34,4,,25,0.06,1.5,United Kingdom
8eb17abc-7f9e-4fb1-8e65-88493994f465,555841,3153,175,,34,4,,25,0.06,1.5,United Kingdom
8aa30c47-db44-4ae5-9d06-d6f599456c83,577696,372,175,,34,4,,25,0.06,1.5,United Kingdom
08af4011-0f92-40c6-89dd-5a398f8d6dc7,578147,1298,179,,34,4,,25,0.06,1.5,United Kingdom
78b58792-a7f1-4a5d-a8da-c06b1423cd39,580027,3596,177,,34,4,,25,0.06,1.5,United Kingdom
e0054820-1c31-4a3d-88e8-a7ec6ef6242e,557213,3280,175,,34,4,,30,0.06,1.7999999999999998,United Kingdom
e6d7b28a-f379-4f21-a547-4f84dee2c83a,580290,424,184,,34,4,,30,0.06,1.7999999999999998,United Kingdom
5d53b623-286f-4f7e-b0c6-267f55aa7231,568170,1072,179,,34,4,,30,0.06,1.7999999999999998,United Kingdom
39833f21-a341-4e15-81a5-13ae8b70f5d1,579001,2375,184,7,34,4,,30,0.06,1.7999999999999998,United Kingdom
ad0df5e6-8daf-4e33-93c7-42dc17d5f96a,578522,768,180,,34,4,,30,0.06,1.8,United Kingdom
9da08c71-8d6b-41ae-97ef-a25e9212e795,555841,3153,181,,34,4,,30,0.06,1.8,United Kingdom
eb3d8eb0-dfe9-452b-a8f7-05881304ada5,575117,1298,184,,34,4,,30,0.06,1.8,United Kingdom
372b641c-5bcd-4109-b494-6247b32fcad1,573075,497,185,,34,4,,30,0.06,1.8,United Kingdom
d8726611-d8b4-4b6b-8668-1f0bf3ae72b5,578707,2380,181,,34,4,,30,0.06,1.8,United Kingdom
bb38cba8-c194-443a-83a5-3f1e78d41614,574481,1444,183,,34,4,,30,0.06,1.8,United Kingdom
1683421d-8579-451b-90d3-5ea96c8b85a4,556188,,178,,34,4,,50,0.06,3.0,United Kingdom
0887a6b4-7788-468a-a82a-d7a19d514f7a,577008,1894,178,,34,4,,50,0.06,3.0,United Kingdom
ae1e8122-4b02-4c15-b4af-fe7001bdec48,579470,1126,184,,34,4,,60,0.06,3.6,United Kingdom
c4c5b0e6-3e47-4aa3-997f-30db2e962024,556188,,185,,34,4,,60,0.06,3.6,United Kingdom
987df5f7-0f2f-448c-9a62-ac4e2c611677,580639,768,181,,34,4,,60,0.06,3.6,United Kingdom
ca8f485e-caf4-420d-a98a-a83ee914b407,570225,1316,176,,34,4,,75,0.06,4.5,United Kingdom
1a28b719-9584-40f4-b37d-37060212bec9,570197,3252,177,,34,4,,75,0.06,4.5,United Kingdom
673f0623-04c7-418b-a446-bce432dc666e,578275,1228,189,,34,4,,78,0.06,4.68,United Kingdom
cb77d343-d3ef-4539-9874-46d93c7c37cf,577057,1298,190,,34,4,,84,0.06,5.04,United Kingdom
f1c29c6f-b7da-4356-84dc-5b64bfbcc696,575336,4197,183,,34,4,,90,0.06,5.3999999999999995,United Kingdom
69e57783-9f5e-4e0a-9680-9558ecfefea9,580027,3596,187,,34,4,,90,0.06,5.3999999999999995,United Kingdom
c7473c09-4f2c-4055-9c80-60a2a6cf6ed2,560249,3188,190,,34,4,,108,0.06,6.48,United Kingdom
26c32235-aabb-43b8-b118-ba920864c39e,556916,238,175,8,34,4,,125,0.06,7.5,United Kingdom
8a826782-3407-442c-8c9f-0662b64b09eb,581125,265,179,,34,4,,125,0.06,7.5,United Kingdom
c4a98f06-6aa4-49c6-b84b-fb2def5a0d24,578278,1298,186,,34,4,,126,0.06,7.5600000000000005,United Kingdom
057941a8-9864-4641-9ccf-ebb9b7796f5a,567462,4157,191,,34,4,,144,0.06,8.6399999999999988,United Kingdom
12d9a2a4-fe71-4c37-9a62-7838dae927ee,559166,,189,,34,4,,144,0.06,8.64,United Kingdom
a3ff823e-9a60-493f-8d63-a0738c1dc71c,578516,580,183,,34,4,,180,0.06,10.8,United Kingdom
2d1b6fc3-d5e3-4aed-9032-1de3654a6d1b,569530,1781,183,,34,4,,210,0.06,12.6,United Kingdom
d839fc50-8b10-4906-b1a3-e7505dabe355,574481,1444,179,,34,4,,250,0.06,15.0,United Kingdom
96aab80f-6fed-4418-b2e0-3d85fde6b8dc,577171,4172,190,,34,4,,288,0.06,17.279999999999998,United Kingdom
b8172a08-6cdd-4623-aed3-42649f46c55f,579536,3144,188,,34,4,,288,0.06,17.279999999999998,United Kingdom
7aada449-347b-4e78-bb3c-454f4ec1aadd,560930,1556,188,,34,4,,288,0.06,17.279999999999998,United Kingdom
58f1684e-e39e-4202-96aa-d548022883c7,555866,3240,191,,34,4,,288,0.06,17.279999999999998,United Kingdom
a007ed90-a204-46b0-b920-caa2ba5e3411,556259,30,188,,18,7154,,288,0.06,17.279999999999998,France
09b86ad1-185f-4c59-89f5-601367d5d97b,570356,1065,187,,34,4,,288,0.06,17.279999999999998,United Kingdom
beb2c34c-5e0e-4d37-bb39-20912a1153ae,560991,2323,187,,6,23094,,288,0.06,17.279999999999998,Norway
c50caae7-b060-48d4-9ed8-a38ab175274c,571486,2776,187,,34,4,,288,0.06,17.279999999999998,United Kingdom
3ea5985c-19d1-4a3e-bd04-29d1a172707f,561870,16,187,,21,5425,,288,0.06,17.279999999999998,EIRE
5ac4f486-bf4e-4875-bbe7-9a3b848602e0,567200,3330,190,,34,4,,288,0.06,17.279999999999998,United Kingdom
d660be46-6a11-4279-bd3c-fd8adc24117c,575868,1093,186,,34,4,,288,0.06,17.279999999999998,United Kingdom
de4ddd35-d202-41e8-b1dc-be87c219cda8,566047,1425,191,,34,4,,288,0.06,17.279999999999998,United Kingdom
ad3d8ca3-17a5-4c84-acd3-d93b9051f8b9,560086,1833,188,,34,4,,288,0.06,17.279999999999998,United Kingdom
a919b738-4dcb-4668-8a31-321efe26de75,556035,643,189,,34,4,,288,0.06,17.279999999999998,United Kingdom
1ee1f618-7534-4ff0-845d-5598730b2032,557750,3240,191,,34,4,,288,0.06,17.28,United Kingdom
59ca8499-8032-4683-8867-fb1c6affa990,577801,4331,190,,34,4,,288,0.06,17.28,United Kingdom
66d2663a-fe09-40af-ba7f-9b21f88910ef,557026,3992,188,,34,4,,288,0.06,17.28,United Kingdom
ec4e1bec-1e78-4ae8-9e05-96d978c69fa6,565725,677,187,,34,4,,288,0.06,17.28,United Kingdom
e88ece4f-1eb5-4fdd-94ac-a897df2a114c,567333,660,186,,34,4,,288,0.06,17.28,United Kingdom
aeccf8b9-5765-4008-834b-a1e145029328,561653,1800,188,,34,4,,288,0.06,17.28,United Kingdom
c4973899-a4c3-44b2-8962-344f467a76f9,558911,3303,188,,34,4,,288,0.06,17.28,United Kingdom
554fd1a3-8f1b-4813-aab2-2c095e152982,557625,643,190,,34,4,,288,0.06,17.28,United Kingdom
afc8c7a8-026c-4bac-96be-96591575ca82,573123,3784,190,,34,4,,288,0.06,17.28,United Kingdom
6815b48f-4356-451c-a511-25acf7c2ef10,571937,16,191,,21,5425,,288,0.06,17.28,EIRE
0e872e6c-69a4-491f-8515-846ac3f7bed5,580822,316,177,,34,4,,400,0.06,24.0,United Kingdom
5fab5d63-9a54-4f29-99a4-dc75632368d0,577324,3896,178,,34,4,,400,0.06,24.0,United Kingdom
c878854b-14e9-46cf-9b19-b1beadb87302,559555,1971,176,,34,4,,400,0.06,24.0,United Kingdom
d2c4ce3b-2049-407a-ab29-37c8e3bc706e,569223,3458,179,,34,4,,400,0.06,24.0,United Kingdom
ce1a1bf1-44d8-4397-8c96-08a3eed1acba,557758,2397,178,,34,4,,400,0.06,24.0,United Kingdom
aa2db36c-b3a7-4079-b3f3-535d44f956e6,560300,16,179,,21,5425,,400,0.06,24.0,EIRE
ac8521b7-8960-4698-9e04-8292e82c1c9a,560393,3831,178,,34,4,,400,0.06,24.0,United Kingdom
ee533c4f-f58a-478f-b197-f6be16e26f85,568828,761,175,,34,4,,400,0.06,24.0,United Kingdom
9374e224-aca5-4144-bdef-b19ebe8b45b7,571046,1920,176,,34,4,,400,0.06,24.0,United Kingdom
ecf83555-60a4-4754-a26a-102c61fd9b86,577519,3871,179,,34,4,,400,0.06,24.0,United Kingdom
dc9d43fd-a6f9-4a5c-b594-7f3a7848f71d,576213,2001,177,,34,4,,400,0.06,24.0,United Kingdom
cace7e57-1029-4b64-ad38-03f8078d9da5,568833,1659,177,,34,4,,400,0.06,24.0,United Kingdom
8193e103-6d6b-4363-ae85-4c9577d8c52e,579161,1323,177,17,34,4,,400,0.06,24.0,United Kingdom
7d757017-fce6-41d5-af50-df0730db74a5,563503,1801,180,,34,4,,480,0.06,28.799999999999997,United Kingdom
97197e25-ffaa-40a7-9813-2b722cf7c5b6,574043,2823,183,,34,4,,480,0.06,28.799999999999997,United Kingdom
cf851e93-1a8c-4b6a-adf0-4f1aa1eb9d6e,565460,379,180,,34,4,,480,0.06,28.799999999999997,United Kingdom
43a42a7e-49b1-49a7-84ae-c1a140f0b640,558028,3978,184,,34,4,,480,0.06,28.799999999999997,United Kingdom
44b0b376-3ca1-4890-b648-eba83bbea648,566737,1896,185,,34,4,,480,0.06,28.799999999999997,United Kingdom
16a53d85-64e2-4a19-ad59-cbc00d35707e,556035,643,181,,34,4,,480,0.06,28.799999999999997,United Kingdom
450274f1-e114-4050-a34c-88f7a4f3f6b7,571486,2776,180,,34,4,,480,0.06,28.8,United Kingdom
68857ad7-9344-4da5-aef2-bb211c26a7a8,569900,4132,184,,34,4,,480,0.06,28.8,United Kingdom
ac3a9a57-19d5-4491-abc4-5d56457261c1,574475,1457,183,,34,4,,480,0.06,28.8,United Kingdom
89042b89-56fc-44b1-a482-46f44e7da2cd,562389,1008,182,,34,4,,480,0.06,28.8,United Kingdom
730ed5da-5242-49d0-8add-f07aa488ee8e,571938,1111,180,,34,4,,480,0.06,28.8,United Kingdom
e5f8aff9-4c16-499b-99c1-44fe57da5b97,567333,660,183,,34,4,,480,0.06,28.8,United Kingdom
65ae53f3-ae9a-479f-b61b-836076c965ed,557057,379,180,,34,4,,480,0.06,28.8,United Kingdom
6d29635b-db22-4952-9d83-1ef49eaf262d,558881,3757,181,14,20,936,,480,0.06,28.8,Germany
89030296-5d5c-45d8-ac77-9e604462aec0,574091,2864,182,,34,4,,480,0.06,28.8,United Kingdom
23d62efb-219f-414d-8959-bbc1b82c8804,580822,316,185,,34,4,,480,0.06,28.8,United Kingdom
963857f0-e5ce-4af6-b251-ef06d410f6e1,559668,3237,181,,34,4,,480,0.06,28.8,United Kingdom
4d9b4ae9-8f22-469e-a7fa-8ec735df8dfa,564380,2148,180,,34,4,,480,0.06,28.8,United Kingdom
7d1addc0-fa32-48c7-86ba-03963c2488b6,557750,3240,180,,34,4,,480,0.06,28.8,United Kingdom
496bc5dc-4068-4bbf-92d3-471b2c573f02,571937,16,184,,21,5425,,480,0.06,28.8,EIRE
876a63c4-8398-4d77-addf-725f250b79b0,567200,3330,183,,34,4,,480,0.06,28.8,United Kingdom
210ed758-6997-467b-91fd-cbabf96bcacc,579345,1582,181,,18,7154,,480,0.06,28.8,France
8c125258-1a2a-4b4f-b180-2dba1bd50f7a,562592,612,184,,34,4,,480,0.06,28.8,United Kingdom
3445907b-4eb4-4641-8283-df2791770c65,558293,1100,184,,34,4,,480,0.06,28.8,United Kingdom
8c1310f3-b71b-4441-a4b2-4048eb624dbb,566402,3373,187,,34,4,,576,0.06,34.559999999999995,United Kingdom
f43674d9-14f0-4fd7-b0ae-5c2af8c98f84,566293,3234,188,,34,4,,576,0.06,34.559999999999995,United Kingdom
a204afad-1cd9-4726-91ff-db1e2d30c73f,566740,1936,187,,34,4,,576,0.06,34.559999999999995,United Kingdom
c3643046-5474-4826-bc37-3ef4eaf3ba88,561625,379,188,,34,4,,576,0.06,34.56,United Kingdom
3f58a72c-a693-4d00-9cb7-ba9f1b963569,560828,2720,179,,34,4,,800,0.06,48.0,United Kingdom
2477714a-f280-4f3e-bb39-a44b746a6e6c,566057,336,185,,34,4,,960,0.06,57.599999999999994,United Kingdom
e0b14d08-ba75-45b3-a6e9-400cd95a7de5,558197,2720,185,,34,4,,960,0.06,57.599999999999994,United Kingdom
85e0add7-eec4-4be7-be21-680716cda54e,574025,1298,181,,34,4,,960,0.06,57.6,United Kingdom
d9f84727-4074-48ed-8fe0-4962a07599af,568703,1298,183,,34,4,,1440,0.06,86.4,United Kingdom
97b069e5-589c-43d5-a4c6-d3211512bcac,557627,2255,184,,18,7154,,1440,0.06,86.4,France
1c55a669-d721-43ab-abb6-6818a7a03a8c,569214,3234,188,,34,4,,1728,0.06,103.68,United Kingdom
d3501c8d-8a5a-4f6f-a5a1-829620d106f8,556267,4349,181,,34,4,,2400,0.06,144.0,United Kingdom
7ac9b2b5-06f3-46e2-963d-b37ecb79f0f0,556267,4349,175,,34,4,,8000,0.06,480.0,United Kingdom
a18805d8-1188-47db-a39d-a803d0975172,544152,1699,325,,34,4,1915,9600,0.06,576.0,United Kingdom
053b4e91-5849-450a-a225-4ab626fe4d1e,560599,1699,328,,34,4,,12744,0.06,764.64,United Kingdom
e75a8d3f-317b-43c1-abf9-a149ac3b15b8,565150,2720,283,,34,4,,400,0.07,28.000000000000004,United Kingdom
066ae759-1b3c-4f68-8b60-185695a286e6,537618,3100,282,,34,4,3135,400,0.07,28.000000000000004,United Kingdom
8e0e357a-e943-422e-87c2-d4e44ed79b39,551291,2720,282,,34,4,,800,0.07,56.000000000000007,United Kingdom
a0da7f85-ccc2-40c5-bdfa-d3dadb3ee32e,551351,2720,37,,34,4,,960,0.07,67.2,United Kingdom
b44315fd-eabb-4211-87ef-f499ba183480,555284,2720,37,,34,4,,960,0.07,67.2,United Kingdom
222057cc-3d2b-4a48-b75d-d5efa28b52ac,569214,3234,37,,34,4,,4800,0.07,336.00000000000006,United Kingdom
5ad18fcc-b65b-4c1a-97f8-fb17385838c0,556267,4349,39,,34,4,,4800,0.07,336.00000000000006,United Kingdom
23e22cf8-7e60-40e9-8423-5e4277dab892,571046,1920,319,,34,4,,8,0.08,0.64,United Kingdom
5ec1eda1-e0ca-41e9-890b-2932b913804f,573373,1326,225,,34,4,,8,0.08,0.64,United Kingdom
c336f5f5-42f1-4241-9c2b-dd99e591272b,570333,1274,320,,34,4,,10,0.08,0.8,United Kingdom
cd4dc62b-e26c-4a9c-8f21-1294d0161fac,564718,2387,320,,34,4,,12,0.08,0.96,United Kingdom
5f762277-152d-43c3-9a9d-f425cff41cb4,575117,1298,226,,34,4,,16,0.08,1.28,United Kingdom
60e9d65e-6b56-4004-aa27-2c7e8fd6f1b5,575952,2488,226,,34,4,,24,0.08,1.92,United Kingdom
cbe6e1d6-8c43-43d9-9af5-fb186673cb3a,568168,212,319,,34,4,,28,0.08,2.24,United Kingdom
3c4c3f70-d457-4966-b910-43b5a1c8f564,557213,3280,226,,34,4,,28,0.08,2.24,United Kingdom
da3c07ca-9f91-4580-8cee-2811ff4fe220,570404,2037,225,,34,4,,40,0.08,3.2,United Kingdom
6a0ab2da-6222-455f-aadf-8b228d27c0f2,553747,1878,319,,34,4,,48,0.08,3.84,United Kingdom
9cf4f544-6945-4d21-9b49-a5efa96bc740,545905,1996,320,4,34,4,,48,0.08,3.84,United Kingdom
d814d317-cdfb-4108-b8a1-d54a9924b2c9,555947,16,320,,21,5425,,48,0.08,3.84,EIRE
ce214713-cc48-4ffc-a034-d6e30d1be6ae,552062,640,319,,34,4,,48,0.08,3.84,United Kingdom
e02aca29-c7d5-493c-8b39-df5526bb44ac,559466,3020,319,,34,4,,48,0.08,3.84,United Kingdom
7f976723-d7f8-463e-94bf-52d5b333a9dd,566279,3093,319,,34,4,,48,0.08,3.84,United Kingdom
1b6033f3-3645-4937-ae6d-15cd77c65ca2,565407,2674,225,,34,4,,48,0.08,3.84,United Kingdom
3ade7fd6-31d7-4203-8c11-f1d4d31f40e9,567663,976,320,,34,4,,48,0.08,3.84,United Kingdom
aa1a09d6-cd0f-4bc1-914c-922b1c9877ff,566303,2935,319,,34,4,,48,0.08,3.84,United Kingdom
3ab691ab-b29b-44ee-8593-23372f9aa0ca,555872,858,320,,34,4,,48,0.08,3.84,United Kingdom
2ad9b95d-5917-4dda-9636-250cf63ed15b,559436,3802,226,,34,4,,116,0.08,9.28,United Kingdom
d0bb54c1-8ea9-4253-9b38-477f3abd71f0,574317,425,319,,34,4,,192,0.08,15.36,United Kingdom
6f28f8b5-6f9e-45ab-9eb7-70ae5d1c52d9,565122,4004,226,,34,4,,216,0.08,17.28,United Kingdom
ba7d0624-5d68-4297-9369-bb10eb692ae1,560754,1281,225,,34,4,,216,0.08,17.28,United Kingdom
3bf6f6b0-2fb1-4368-9ab1-a4ac6d6b607b,559358,3920,225,,34,4,,216,0.08,17.28,United Kingdom
c5bd2b25-b54b-41ea-9986-eade345bc545,558260,3610,226,,34,4,,216,0.08,17.28,United Kingdom
81683604-9b8d-4936-9f35-369678fbe1a6,557273,3477,226,,34,4,,216,0.08,17.28,United Kingdom
19f1fc9b-8962-4dca-b9d2-78227f87eb58,555872,858,226,,34,4,,216,0.08,17.28,United Kingdom
08629dbc-ca56-4d69-9425-c875c8ad2eef,558714,910,226,,34,4,,216,0.08,17.28,United Kingdom
ec76d1b0-e2c0-4174-8e06-ea4f0e07f7ee,564337,57,225,,20,936,,216,0.08,17.28,Germany
a4b3d3f6-d9e4-4ca4-8e59-cd82ea1db281,557870,3835,226,,34,4,,216,0.08,17.28,United Kingdom
9ebfe65d-d4e1-41e8-b2d5-5afba924600b,558084,2171,225,,34,4,,216,0.08,17.28,United Kingdom
9ab32c2d-8ccc-4ea3-8a6e-c193d823e97f,557057,379,226,,34,4,,216,0.08,17.28,United Kingdom
171b81a3-3b4b-4a15-b1bc-d2dc774a10db,560300,16,226,,21,5425,,216,0.08,17.28,EIRE
2beafc46-d827-4f09-9dae-fc2fe05a2c48,561625,379,225,,34,4,,216,0.08,17.28,United Kingdom
a5a18ab4-2e97-439a-900e-4f66012b6c18,560259,3784,225,,34,4,,216,0.08,17.28,United Kingdom
0afb61a0-3678-4334-b338-3058b22322da,561653,1800,226,,34,4,,216,0.08,17.28,United Kingdom
08bd49c3-eb85-47e5-8864-4b64660f31fc,562044,1839,225,,34,4,,432,0.08,34.56,United Kingdom
ee466171-b119-40eb-9cd3-623e740a36ae,559555,1971,225,,34,4,,432,0.08,34.56,United Kingdom
02d56669-4443-495a-88cc-75af586005b2,561624,2964,225,,34,4,,432,0.08,34.56,United Kingdom
7ed05336-c321-49ce-9932-4e669b61c77c,557794,4121,226,,34,4,,432,0.08,34.56,United Kingdom
b9740dd6-0dea-4719-8972-9eb47956f41e,565460,379,225,,34,4,,648,0.08,51.84,United Kingdom
14bac58f-1e7f-47ab-8a76-edb24172476d,551291,2720,109,,34,4,,720,0.08,57.599999999999994,United Kingdom
eb7a67b3-5e92-4b86-b4d0-11e405de6c78,580635,2115,12762,,34,4,,33,0.09,2.9699999999999998,United Kingdom
bd4f5e16-a378-446e-9280-8851e78b420c,580550,4290,12761,,34,4,,180,0.09,16.2,United Kingdom
b440e556-e38f-4105-8c14-0ba170336563,578479,799,282,,34,4,,4,0.1,0.4,United Kingdom
e2132375-61c8-41b5-a6fa-6c8df28ff2fb,559509,538,281,,34,4,,4,0.1,0.4,United Kingdom
4f0c9dfa-90bd-4e33-ac46-3302b14dc9bd,558198,2484,283,,34,4,,4,0.1,0.4,United Kingdom
